year,ActualRate,PredictedRate
1970,0.002827484971340696,0.0
1971,0.0031835705209656926,0.0
1972,0.003294701986754967,0.0
1973,0.0035571428571428572,0.0
1974,0.003291576673866091,0.0
1975,0.003329510077011306,0.0
1976,0.00344535519125683,0.0
1977,0.0045583333333333335,0.0
1978,0.006093525179856115,0.0
1979,0.004866916979557781,0.0
1980,0.005880788177339901,0.0
1981,0.005391086857662574,0.0
1982,0.005228936170212766,0.0
1983,0.005359173126614987,0.0
1984,0.005263639984070092,0.0
1985,0.006974064837905238,0.0
1986,0.00867693274670019,0.0
1987,0.010520647773279351,0.0
1988,0.009475566150178784,0.0
1989,0.00807598466364587,0.0
1990,0.008630208333333332,0.0
1991,0.00922923322683706,0.0
1992,0.010187575150300601,0.0
1993,0.011816718819848013,0.0
1994,0.014054541808702628,0.0
1995,0.013264611494699992,0.0
1996,0.01181551724137931,0.0
1997,0.011008080030781072,0.007594031530704121
1998,0.01326384083044983,0.01079409466152572
1999,0.014122309197651664,0.01147907120611752
2000,0.01305047867711053,0.010202404418175362
2001,0.012084977238239756,0.009650500620441455
2002,0.01315763135946622,0.011135307750745387
2003,0.012105508870214754,0.0164013130635051
2004,0.011544371878601613,0.007801381107414939
2005,0.009858438586081207,0.010780774588297569
2006,0.009797393862967633,0.010215489941420158
2007,0.008695614035087718,0.007873244034226208
2008,0.013421487603305785,0.013635917265889341
2009,0.011416467521181837,0.014600344141955237
2010,0.012211172498465317,0.014173650605614692
2011,0.01308543489449305,0.011905814377731605
2012,0.011495089543616407,0.008753956870919717
2013,0.010100664767331435,0.012555290832208375
2014,0.009616213527851459,0.011022108172942937
2015,0.011485477178423235,0.012914987934316493
2016,0.011495719178082193,0.012236659919066504
2017,0.011111603188662533,0.01648425619982539
2018,0.012308039339529009,0.012147718746076347
2019,0.011967558651026392,0.010604342608278
2020,0.012405674032616039,0.013305548969599684
2021,0.011264337623675685,0.011563886706499894
2022,0.010254805880135696,0.010881162497902053
2023,0.009342541047142557,0.009104779614470725
